"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
3560.64759230448,1.55811493608278,0.0912004230768753,17.0845143423227,1.93547907272799e-65,4.26646908640474e-64,"ACSMXK_00005.t01"
2159.88956277539,0.998732577348933,0.109558592558596,9.11596757520203,7.79715685844541e-20,4.78790018034122e-19,"ACSMXK_00010.t01"
781.449797647094,1.27382914798222,0.138440147933589,9.20129866224415,3.53649431700972e-20,2.20451141646384e-19,"ACSMXK_00015.t01"
7161.84611208255,-0.561675983959567,0.14537098099235,-3.86374213151335,0.000111663100611098,0.000238315588441741,"ACSMXK_00020.t01"
532.726286570638,-0.0994814325149006,0.123849982614813,-0.803241392647577,0.421835225151991,0.482172878849833,"ACSMXK_00025.t01"
564.302161120781,0.894433334515218,0.126315697652151,7.08093571218927,1.43184320293286e-12,5.88603651800236e-12,"ACSMXK_00030.t01"
4939.49385276539,-0.88895201845798,0.089950880526138,-9.88263831613819,4.95118551897494e-23,3.47573223432041e-22,"ACSMXK_00035.t01"
4144.99174194498,-1.86480380239972,0.105333142762222,-17.7038655972632,3.91489348816693e-70,9.45167142143158e-69,"ACSMXK_00040.t01"
1034.02175747727,-0.598739200806868,0.0957848486141605,-6.25087588976313,4.08157132871229e-10,1.43483898096411e-09,"ACSMXK_00045.t01"
1385.18862309985,-0.0792679341309084,0.0910961265895839,-0.870157020924005,0.384214599882636,0.444180769409222,"ACSMXK_00050.t01"
2133.29778301821,0.370773031005024,0.0983648252555137,3.76936603142331,0.000163662725892701,0.000342094831996516,"ACSMXK_00055.t01"
818.441612745754,0.373738535856194,0.105533659420859,3.54141548684252,0.000397986332273285,0.000791635411579338,"ACSMXK_00060.t01"
2598.88736648309,-0.70471727095629,0.106457224252182,-6.61972238997058,3.598740601814e-11,1.34049415233284e-10,"ACSMXK_00065.t01"
304.488408673049,0.135576573005904,0.155071684201888,0.87428323038909,0.381964029507139,0.442248634011945,"ACSMXK_00070.t01"
300.80083106678,0.45474732074758,0.17693866417162,2.57008451418228,0.0101673707269664,0.0165278634225677,"ACSMXK_00075.t01"
297.202633083178,-0.485735177262022,0.159389527790406,-3.04747234022019,0.00230774763690046,0.00416709634633036,"ACSMXK_00080.t01"
466.321395229988,-0.547110798374302,0.127318207642107,-4.29719211813157,1.72975269119176e-05,4.04762129738872e-05,"ACSMXK_00085.t01"
1003.21079197154,-0.81791336597356,0.103988206667879,-7.86544351693495,3.67792029038812e-15,1.78535641330223e-14,"ACSMXK_00090.t01"
795.342700007091,-0.69180678730477,0.106346137767286,-6.50523659654318,7.75711935144653e-11,2.84760543850768e-10,"ACSMXK_00095.t01"
219.217511105524,1.39453822943537,0.19951764541016,6.98954835081646,2.75772565037934e-12,1.11259965894615e-11,"ACSMXK_00100.t01"
817.294882652033,0.199061904381904,0.109237505631588,1.82228533351225,0.0684117024136884,0.0950556023488612,"ACSMXK_00105.t01"
959.393353026721,-0.274013334741048,0.101056058428688,-2.71149834064041,0.00669798763087766,0.0112075238576072,"ACSMXK_00110.t01"
3520.66834026962,-1.17125492357041,0.0964362921508774,-12.14537491485,6.07036962851992e-34,6.29524923066736e-33,"ACSMXK_00115.t01"
2731.28767182536,1.11334098372194,0.120782841441491,9.21770816479137,3.0351792791236e-20,1.89459959653091e-19,"ACSMXK_00120.t01"
458.879115920625,6.22868122916084,0.376230737836495,16.5554820559817,1.46166055611818e-61,2.89980744242054e-60,"ACSMXK_00125.t01"
1694.58549380717,4.3671372910501,0.193981772373309,22.5131322269071,3.08674016018691e-112,1.43722401540131e-110,"ACSMXK_00130.t01"
2106.12995085507,4.96946436591161,0.205787894700205,24.1484776019075,7.74673544931849e-129,4.31077486039515e-127,"ACSMXK_00135.t01"
2418.57628346842,5.70873523718256,0.237768047876798,24.0096820752828,2.20320773323497e-127,1.18273375138249e-125,"ACSMXK_00140.t01"
2550.08694440168,3.21525429282223,0.427016451814149,7.52957943227351,5.09040119960842e-14,2.27274957669405e-13,"ACSMXK_00145.t01"
1881.0370000524,-0.364847493806944,0.104141615101072,-3.50337848565967,0.000459396203543612,0.000908636704278068,"ACSMXK_00150.t01"
676.264434294392,-0.754989834860508,0.149854529324014,-5.03815158785143,4.70049113353981e-07,1.28356319822514e-06,"ACSMXK_00155.t01"
387.817774696619,-0.809436273055279,0.161854332124372,-5.00101704063931,5.70286712031956e-07,1.54526025356402e-06,"ACSMXK_00160.t01"
1042.99525942832,0.15271053971347,0.109039235637567,1.40050999826394,0.161360651487497,0.205380377332622,"ACSMXK_00165.t01"
478.227633729062,-0.516574226030114,0.127350128653883,-4.05633061772619,4.98496833198745e-05,0.0001107959595658,"ACSMXK_00170.t01"
360.933838139981,-0.545051995241748,0.189062434477596,-2.88292064337263,0.00394006686745546,0.00685679828993107,"ACSMXK_00175.t01"
993.180193889759,-0.458786165329202,0.124790837113613,-3.67644112292883,0.000236510409644778,0.000484891360103205,"ACSMXK_00180.t01"
247.932013840953,1.77695985969894,0.173607698498535,10.2354899872942,1.37497386170822e-24,1.02182503761801e-23,"ACSMXK_00185.t01"
4242.99822496601,-0.462490844847409,0.0828436188957476,-5.58269726760027,2.36816757857081e-08,7.22805930502916e-08,"ACSMXK_00190.t01"
801.632938627144,-0.228801010976454,0.117008669313704,-1.95541930626551,0.0505335992095252,0.0721028183843225,"ACSMXK_00195.t01"
1366.75326043932,-0.102207591842409,0.0936660777792182,-1.09119111492342,0.275188796695665,0.331617014370937,"ACSMXK_00200.t01"
